,url,weekid,week_position,song,performer,performerGroup,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day,date,season,positionChangeWithinWeek,xmasDate,numberOfDaysToXmas,initialStartPosition,BeforeXmas,xmasInSong,all,decade,weekPosCat,weekPosCat50,weeksOnChartPerSeason,songnamelength,xmasInSongR,weeksOnChartPerSeasonR
233,http://www.billboard.com/charts/hot-100/2012-01-14,1/14/2012,53,MISTLETOE,Justin Bieber,0,MistletoeJustin Bieber,2,19.0,11,10,2012,1,14,2012-01-14,2011,34.0,2011-12-25,-20,0,0,False,,2010,2,0,10,9,0,2
234,http://www.billboard.com/charts/hot-100/2011-12-24,12/24/2011,93,I'LL BE HOME FOR CHRISTMAS,Kelly Clarkson,0,I'll Be Home For ChristmasKelly Clarkson,1,,93,1,2011,12,24,2011-12-24,2011,0.0,2011-12-25,1,93,1,True,,2010,4,1,1,26,1,0
235,http://www.billboard.com/charts/hot-100/2013-12-21,12/21/2013,92,UNDERNEATH THE TREE,Kelly Clarkson,0,Underneath The TreeKelly Clarkson,1,,78,3,2013,12,21,2013-12-21,2013,0.0,2013-12-25,4,92,1,False,,2010,4,1,3,19,0,1
236,http://www.billboard.com/charts/hot-100/2013-12-28,12/28/2013,80,UNDERNEATH THE TREE,Kelly Clarkson,0,Underneath The TreeKelly Clarkson,1,92.0,78,3,2013,12,28,2013-12-28,2013,-12.0,2013-12-25,-3,0,0,False,,2010,4,1,3,19,0,1
237,http://www.billboard.com/charts/hot-100/2014-01-04,2014-04-01 00:00:00,78,UNDERNEATH THE TREE,Kelly Clarkson,0,Underneath The TreeKelly Clarkson,1,80.0,78,3,2014,1,4,2014-01-04,2013,-2.0,2013-12-25,-10,0,0,False,,2010,3,1,3,19,0,1
238,http://www.billboard.com/charts/hot-100/1999-12-25,12/25/1999,89,AULD LANG SYNE,Kenny G,0,Auld Lang SyneKenny G,1,,7,5,1999,12,25,1999-12-25,1999,0.0,1999-12-25,0,89,1,False,,1990,4,1,5,14,0,2
239,http://www.billboard.com/charts/hot-100/2000-01-01,2000-01-01 00:00:00,54,AULD LANG SYNE,Kenny G,0,Auld Lang SyneKenny G,1,89.0,7,5,2000,1,1,2000-01-01,1999,-35.0,1999-12-25,-7,0,0,False,,2000,2,0,5,14,0,2
240,http://www.billboard.com/charts/hot-100/2000-01-08,2000-08-01 00:00:00,7,AULD LANG SYNE,Kenny G,0,Auld Lang SyneKenny G,1,54.0,7,5,2000,1,8,2000-01-08,1999,-47.0,1999-12-25,-14,0,0,False,,2000,1,0,5,14,0,2
241,http://www.billboard.com/charts/hot-100/2000-01-15,1/15/2000,8,AULD LANG SYNE,Kenny G,0,Auld Lang SyneKenny G,1,7.0,7,5,2000,1,15,2000-01-15,1999,1.0,1999-12-25,-21,0,0,False,,2000,1,0,5,14,0,2
242,http://www.billboard.com/charts/hot-100/2000-01-22,1/22/2000,66,AULD LANG SYNE,Kenny G,0,Auld Lang SyneKenny G,1,8.0,7,5,2000,1,22,2000-01-22,1999,58.0,1999-12-25,-28,0,0,False,,2000,3,1,5,14,0,2
243,http://www.billboard.com/charts/hot-100/1984-12-22,12/22/1984,83,THE GREATEST GIFT OF ALL,Kenny Rogers,0,The Greatest Gift Of AllKenny Rogers,1,,81,4,1984,12,22,1984-12-22,1984,0.0,1984-12-25,3,83,1,False,,1980,4,1,4,24,0,1
244,http://www.billboard.com/charts/hot-100/1984-12-29,12/29/1984,83,THE GREATEST GIFT OF ALL,Kenny Rogers,0,The Greatest Gift Of AllKenny Rogers,1,83.0,81,4,1984,12,29,1984-12-29,1984,0.0,1984-12-25,-4,0,0,False,,1980,4,1,4,24,0,1
245,http://www.billboard.com/charts/hot-100/1985-01-05,1985-05-01 00:00:00,81,THE GREATEST GIFT OF ALL,Kenny Rogers,0,The Greatest Gift Of AllKenny Rogers,1,83.0,81,4,1985,1,5,1985-01-05,1984,-2.0,1984-12-25,-11,0,0,False,,1980,4,1,4,24,0,1
246,http://www.billboard.com/charts/hot-100/1985-01-12,1985-12-01 00:00:00,81,THE GREATEST GIFT OF ALL,Kenny Rogers,0,The Greatest Gift Of AllKenny Rogers,1,81.0,81,4,1985,1,12,1985-01-12,1984,0.0,1984-12-25,-18,0,0,False,,1980,4,1,4,24,0,1
247,http://www.billboard.com/charts/hot-100/1996-12-21,12/21/1996,83,MACARENA CHRISTMAS,Los Del Rio,1,Macarena ChristmasLos Del Rio,1,,57,4,1996,12,21,1996-12-21,1996,0.0,1996-12-25,4,83,1,True,,1990,4,1,4,18,1,1
248,http://www.billboard.com/charts/hot-100/1996-12-28,12/28/1996,66,MACARENA CHRISTMAS,Los Del Rio,1,Macarena ChristmasLos Del Rio,1,83.0,57,4,1996,12,28,1996-12-28,1996,-17.0,1996-12-25,-3,0,0,True,,1990,3,1,4,18,1,1
249,http://www.billboard.com/charts/hot-100/1997-01-04,1997-04-01 00:00:00,57,MACARENA CHRISTMAS,Los Del Rio,1,Macarena ChristmasLos Del Rio,1,66.0,57,4,1997,1,4,1997-01-04,1996,-9.0,1996-12-25,-10,0,0,True,,1990,2,0,4,18,1,1
250,http://www.billboard.com/charts/hot-100/1997-01-11,1997-11-01 00:00:00,80,MACARENA CHRISTMAS,Los Del Rio,1,Macarena ChristmasLos Del Rio,1,57.0,57,4,1997,1,11,1997-01-11,1996,23.0,1996-12-25,-17,0,0,True,,1990,4,1,4,18,1,1
251,http://www.billboard.com/charts/hot-100/2000-01-08,2000-08-01 00:00:00,83,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,1,,11,19,2000,1,8,2000-01-08,1999,0.0,1999-12-25,-14,83,0,True,,2000,4,1,1,31,1,0
252,http://www.billboard.com/charts/hot-100/2011-01-01,2011-01-01 00:00:00,100,OH SANTA!,Mariah Carey,0,Oh Santa!Mariah Carey,1,,100,1,2011,1,1,2011-01-01,2010,0.0,2010-12-25,-7,100,0,False,,2010,4,1,1,9,0,0
253,http://www.billboard.com/charts/hot-100/2012-12-22,12/22/2012,29,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,2,,11,19,2012,12,22,2012-12-22,2012,0.0,2012-12-25,3,29,1,True,,2010,1,0,3,31,1,1
254,http://www.billboard.com/charts/hot-100/2012-12-29,12/29/2012,25,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,2,29.0,11,19,2012,12,29,2012-12-29,2012,-4.0,2012-12-25,-4,0,0,True,,2010,1,0,3,31,1,1
255,http://www.billboard.com/charts/hot-100/2013-01-05,2013-05-01 00:00:00,21,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,2,25.0,11,19,2013,1,5,2013-01-05,2012,-4.0,2012-12-25,-11,0,0,True,,2010,1,0,3,31,1,1
256,http://www.billboard.com/charts/hot-100/2013-12-21,12/21/2013,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,3,,11,19,2013,12,21,2013-12-21,2013,0.0,2013-12-25,4,26,1,True,,2010,1,0,3,31,1,1
257,http://www.billboard.com/charts/hot-100/2013-12-28,12/28/2013,27,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,3,26.0,11,19,2013,12,28,2013-12-28,2013,1.0,2013-12-25,-3,0,0,True,,2010,1,0,3,31,1,1
258,http://www.billboard.com/charts/hot-100/2014-01-04,2014-04-01 00:00:00,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,3,27.0,11,19,2014,1,4,2014-01-04,2013,-1.0,2013-12-25,-10,0,0,True,,2010,1,0,3,31,1,1
259,http://www.billboard.com/charts/hot-100/2014-12-20,12/20/2014,50,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,4,,11,19,2014,12,20,2014-12-20,2014,0.0,2014-12-25,5,50,1,True,,2010,2,0,3,31,1,1
260,http://www.billboard.com/charts/hot-100/2014-12-27,12/27/2014,40,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,4,50.0,11,19,2014,12,27,2014-12-27,2014,-10.0,2014-12-25,-2,0,0,True,,2010,2,0,3,31,1,1
261,http://www.billboard.com/charts/hot-100/2015-01-03,2015-03-01 00:00:00,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,4,40.0,11,19,2015,1,3,2015-01-03,2014,-5.0,2014-12-25,-9,0,0,True,,2010,1,0,3,31,1,1
262,http://www.billboard.com/charts/hot-100/2015-12-19,12/19/2015,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,5,,11,19,2015,12,19,2015-12-19,2015,0.0,2015-12-25,6,26,1,True,,2010,1,0,4,31,1,1
263,http://www.billboard.com/charts/hot-100/2015-12-26,12/26/2015,22,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,5,26.0,11,19,2015,12,26,2015-12-26,2015,-4.0,2015-12-25,-1,0,0,True,,2010,1,0,4,31,1,1
264,http://www.billboard.com/charts/hot-100/2016-01-02,2016-02-01 00:00:00,18,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,5,22.0,11,19,2016,1,2,2016-01-02,2015,-4.0,2015-12-25,-8,0,0,True,,2010,1,0,4,31,1,1
265,http://www.billboard.com/charts/hot-100/2016-01-09,2016-09-01 00:00:00,11,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,5,18.0,11,19,2016,1,9,2016-01-09,2015,-7.0,2015-12-25,-15,0,0,True,,2010,1,0,4,31,1,1
266,http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,23,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,6,,11,19,2016,12,17,2016-12-17,2016,0.0,2016-12-25,8,23,1,True,,2010,1,0,5,31,1,2
267,http://www.billboard.com/charts/hot-100/2016-12-24,12/24/2016,17,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,6,23.0,11,19,2016,12,24,2016-12-24,2016,-6.0,2016-12-25,1,0,1,True,,2010,1,0,5,31,1,2
268,http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,20,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,6,17.0,11,19,2016,12,31,2016-12-31,2016,3.0,2016-12-25,-6,0,0,True,,2010,1,0,5,31,1,2
269,http://www.billboard.com/charts/hot-100/2017-01-07,2017-07-01 00:00:00,16,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,6,20.0,11,19,2017,1,7,2017-01-07,2016,-4.0,2016-12-25,-13,0,0,True,,2010,1,0,5,31,1,2
270,http://www.billboard.com/charts/hot-100/2017-01-14,1/14/2017,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,0,All I Want For Christmas Is YouMariah Carey,6,16.0,11,19,2017,1,14,2017-01-14,2016,19.0,2016-12-25,-20,0,0,True,,2010,1,0,5,31,1,2
271,http://www.billboard.com/charts/hot-100/1973-11-24,11/24/1973,97,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,,28,11,1973,11,24,1973-11-24,1973,0.0,1973-12-25,31,97,1,False,,1970,4,1,10,30,0,2
272,http://www.billboard.com/charts/hot-100/1973-12-01,1973-01-12 00:00:00,92,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,97.0,28,11,1973,12,1,1973-12-01,1973,-5.0,1973-12-25,24,0,1,False,,1970,4,1,10,30,0,2
273,http://www.billboard.com/charts/hot-100/1973-12-08,1973-08-12 00:00:00,82,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,92.0,28,11,1973,12,8,1973-12-08,1973,-10.0,1973-12-25,17,0,1,False,,1970,4,1,10,30,0,2
274,http://www.billboard.com/charts/hot-100/1973-12-15,12/15/1973,69,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,82.0,28,11,1973,12,15,1973-12-15,1973,-13.0,1973-12-25,10,0,1,False,,1970,3,1,10,30,0,2
275,http://www.billboard.com/charts/hot-100/1973-12-22,12/22/1973,65,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,69.0,28,11,1973,12,22,1973-12-22,1973,-4.0,1973-12-25,3,0,1,False,,1970,3,1,10,30,0,2
276,http://www.billboard.com/charts/hot-100/1973-12-29,12/29/1973,50,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,65.0,28,11,1973,12,29,1973-12-29,1973,-15.0,1973-12-25,-4,0,0,False,,1970,2,0,10,30,0,2
277,http://www.billboard.com/charts/hot-100/1974-01-05,1974-05-01 00:00:00,40,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,50.0,28,11,1974,1,5,1974-01-05,1973,-10.0,1973-12-25,-11,0,0,False,,1970,2,0,10,30,0,2
278,http://www.billboard.com/charts/hot-100/1974-01-12,1974-12-01 00:00:00,32,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,40.0,28,11,1974,1,12,1974-01-12,1973,-8.0,1973-12-25,-18,0,0,False,,1970,1,0,10,30,0,2
279,http://www.billboard.com/charts/hot-100/1974-01-19,1/19/1974,28,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,32.0,28,11,1974,1,19,1974-01-19,1973,-4.0,1973-12-25,-25,0,0,False,,1970,1,0,10,30,0,2
280,http://www.billboard.com/charts/hot-100/1974-01-26,1/26/1974,41,IF WE MAKE IT THROUGH DECEMBER,Merle Haggard,0,If We Make It Through DecemberMerle Haggard,1,28.0,28,11,1974,1,26,1974-01-26,1973,13.0,1973-12-25,-32,0,0,False,,1970,2,0,10,30,0,2
281,http://www.billboard.com/charts/hot-100/2011-12-17,12/17/2011,96,IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,Michael Buble,0,It's Beginning To Look A Lot Like ChristmasMichael Buble,1,,96,1,2011,12,17,2011-12-17,2011,0.0,2011-12-25,8,96,1,True,,2010,4,1,1,43,1,0
282,http://www.billboard.com/charts/hot-100/2011-12-31,12/31/2011,99,ALL I WANT FOR CHRISTMAS IS YOU,Michael Buble,0,All I Want For Christmas Is YouMichael Buble,1,,99,1,2011,12,31,2011-12-31,2011,0.0,2011-12-25,-6,99,0,True,,2010,4,1,1,31,1,0
283,http://www.billboard.com/charts/hot-100/1974-12-14,12/14/1974,97,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,,53,7,1974,12,14,1974-12-14,1974,0.0,1974-12-25,11,97,1,False,,1970,4,1,7,20,0,2
284,http://www.billboard.com/charts/hot-100/1974-12-21,12/21/1974,84,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,97.0,53,7,1974,12,21,1974-12-21,1974,-13.0,1974-12-25,4,0,1,False,,1970,4,1,7,20,0,2
285,http://www.billboard.com/charts/hot-100/1974-12-28,12/28/1974,73,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,84.0,53,7,1974,12,28,1974-12-28,1974,-11.0,1974-12-25,-3,0,0,False,,1970,3,1,7,20,0,2
286,http://www.billboard.com/charts/hot-100/1975-01-04,1975-04-01 00:00:00,73,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,73.0,53,7,1975,1,4,1975-01-04,1974,0.0,1974-12-25,-10,0,0,False,,1970,3,1,7,20,0,2
287,http://www.billboard.com/charts/hot-100/1975-01-11,1975-11-01 00:00:00,68,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,73.0,53,7,1975,1,11,1975-01-11,1974,-5.0,1974-12-25,-17,0,0,False,,1970,3,1,7,20,0,2
288,http://www.billboard.com/charts/hot-100/1975-01-18,1/18/1975,60,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,68.0,53,7,1975,1,18,1975-01-18,1974,-8.0,1974-12-25,-24,0,0,False,,1970,3,1,7,20,0,2
289,http://www.billboard.com/charts/hot-100/1975-01-25,1/25/1975,53,WHEN A CHILD IS BORN,Michael Holm,0,When A Child Is BornMichael Holm,1,60.0,53,7,1975,1,25,1975-01-25,1974,-7.0,1974-12-25,-31,0,0,False,,1970,2,0,7,20,0,2
290,http://www.billboard.com/charts/hot-100/1960-12-10,1960-10-12 00:00:00,100,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,1,,38,8,1960,12,10,1960-12-10,1960,0.0,1960-12-25,15,100,1,True,,1960,4,1,2,43,1,1
291,http://www.billboard.com/charts/hot-100/1960-12-17,12/17/1960,80,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,1,100.0,38,8,1960,12,17,1960-12-17,1960,-20.0,1960-12-25,8,0,1,True,,1960,4,1,2,43,1,1
292,http://www.billboard.com/charts/hot-100/1962-12-15,12/15/1962,75,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,2,,38,8,1962,12,15,1962-12-15,1962,0.0,1962-12-25,10,75,1,True,,1960,3,1,3,43,1,1
293,http://www.billboard.com/charts/hot-100/1962-12-22,12/22/1962,67,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,2,75.0,38,8,1962,12,22,1962-12-22,1962,-8.0,1962-12-25,3,0,1,True,,1960,3,1,3,43,1,1
294,http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,65,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,2,67.0,38,8,1962,12,29,1962-12-29,1962,-2.0,1962-12-25,-4,0,0,True,,1960,3,1,3,43,1,1
295,http://www.billboard.com/charts/hot-100/2014-01-04,2014-04-01 00:00:00,45,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,3,,38,8,2014,1,4,2014-01-04,2013,0.0,2013-12-25,-10,45,0,True,,2010,2,0,1,43,1,0
296,http://www.billboard.com/charts/hot-100/2016-01-09,2016-09-01 00:00:00,38,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,4,,38,8,2016,1,9,2016-01-09,2015,0.0,2015-12-25,-15,38,0,True,,2010,1,0,1,43,1,0
297,http://www.billboard.com/charts/hot-100/2017-01-07,2017-07-01 00:00:00,47,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,0,The Christmas Song (Merry Christmas To You)Nat King Cole,5,,38,8,2017,1,7,2017-01-07,2016,0.0,2016-12-25,-13,47,0,True,,2010,2,0,1,43,1,0
298,http://www.billboard.com/charts/hot-100/1989-11-11,1989-11-11 00:00:00,82,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,,7,16,1989,11,11,1989-11-11,1989,0.0,1989-12-25,44,82,1,False,,1980,4,1,12,27,0,2
299,http://www.billboard.com/charts/hot-100/1989-11-18,11/18/1989,49,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,82.0,7,16,1989,11,18,1989-11-18,1989,-33.0,1989-12-25,37,0,1,False,,1980,2,0,12,27,0,2
300,http://www.billboard.com/charts/hot-100/1989-11-25,11/25/1989,37,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,49.0,7,16,1989,11,25,1989-11-25,1989,-12.0,1989-12-25,30,0,1,False,,1980,1,0,12,27,0,2
301,http://www.billboard.com/charts/hot-100/1989-12-02,1989-02-12 00:00:00,28,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,37.0,7,16,1989,12,2,1989-12-02,1989,-9.0,1989-12-25,23,0,1,False,,1980,1,0,12,27,0,2
302,http://www.billboard.com/charts/hot-100/1989-12-09,1989-09-12 00:00:00,22,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,28.0,7,16,1989,12,9,1989-12-09,1989,-6.0,1989-12-25,16,0,1,False,,1980,1,0,12,27,0,2
303,http://www.billboard.com/charts/hot-100/1989-12-16,12/16/1989,13,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,22.0,7,16,1989,12,16,1989-12-16,1989,-9.0,1989-12-25,9,0,1,False,,1980,1,0,12,27,0,2
304,http://www.billboard.com/charts/hot-100/1989-12-23,12/23/1989,9,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,13.0,7,16,1989,12,23,1989-12-23,1989,-4.0,1989-12-25,2,0,1,False,,1980,1,0,12,27,0,2
305,http://www.billboard.com/charts/hot-100/1989-12-30,12/30/1989,9,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,9.0,7,16,1989,12,30,1989-12-30,1989,0.0,1989-12-25,-5,0,0,False,,1980,1,0,12,27,0,2
306,http://www.billboard.com/charts/hot-100/1990-01-06,1990-06-01 00:00:00,7,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,9.0,7,16,1990,1,6,1990-01-06,1989,-2.0,1989-12-25,-12,0,0,False,,1990,1,0,12,27,0,2
307,http://www.billboard.com/charts/hot-100/1990-01-13,1/13/1990,7,THIS ONE'S FOR THE CHILDREN,New Kids On The Block,1,This One's For The ChildrenNew Kids On The Block,1,7.0,7,16,1990,1,13,1990-01-13,1989,0.0,1989-12-25,-19,0,0,False,,1990,1,0,12,27,0,2
